Date,year,month,day,Province,Country,Location,Confirmed_no,Lat,Long
2020-01-21,2020,1,21,Anhui,Mainland China,China,0,31.82571,117.2264
2020-01-22,2020,1,22,Anhui,Mainland China,China,1,31.82571,117.2264
2020-01-23,2020,1,23,Anhui,Mainland China,China,9,31.82571,117.2264
2020-01-24,2020,1,24,Anhui,Mainland China,China,15,31.82571,117.2264
2020-01-25,2020,1,25,Anhui,Mainland China,China,60,31.82571,117.2264
2020-01-26,2020,1,26,Anhui,Mainland China,China,70,31.82571,117.2264
2020-01-27,2020,1,27,Anhui,Mainland China,China,106,31.82571,117.2264
2020-01-28,2020,1,28,Anhui,Mainland China,China,152,31.82571,117.2264
2020-01-29,2020,1,29,Anhui,Mainland China,China,200,31.82571,117.2264
2020-01-30,2020,1,30,Anhui,Mainland China,China,200,31.82571,117.2264
2020-01-31,2020,1,31,Anhui,Mainland China,China,237,31.82571,117.2264
2020-02-01,2020,2,1,Anhui,Mainland China,China,297,31.82571,117.2264
2020-02-02,2020,2,2,Anhui,Mainland China,China,408,31.82571,117.2264
2020-02-03,2020,2,3,Anhui,Mainland China,China,480,31.82571,117.2264
2020-02-04,2020,2,4,Anhui,Mainland China,China,530,31.82571,117.2264
2020-02-05,2020,2,5,Anhui,Mainland China,China,591,31.82571,117.2264
2020-02-06,2020,2,6,Anhui,Mainland China,China,591,31.82571,117.2264
2020-02-07,2020,2,7,Anhui,Mainland China,China,733,31.82571,117.2264
2020-02-08,2020,2,8,Anhui,Mainland China,China,779,31.82571,117.2264
2020-02-09,2020,2,9,Anhui,Mainland China,China,830,31.82571,117.2264
2020-02-10,2020,2,10,Anhui,Mainland China,China,830,31.82571,117.2264
2020-01-21,2020,1,21,Beijing,Mainland China,China,10,40.18238,116.4142
2020-01-22,2020,1,22,Beijing,Mainland China,China,14,40.18238,116.4142
2020-01-23,2020,1,23,Beijing,Mainland China,China,22,40.18238,116.4142
2020-01-24,2020,1,24,Beijing,Mainland China,China,36,40.18238,116.4142
2020-01-25,2020,1,25,Beijing,Mainland China,China,51,40.18238,116.4142
2020-01-26,2020,1,26,Beijing,Mainland China,China,68,40.18238,116.4142
2020-01-27,2020,1,27,Beijing,Mainland China,China,80,40.18238,116.4142
2020-01-28,2020,1,28,Beijing,Mainland China,China,91,40.18238,116.4142
2020-01-29,2020,1,29,Beijing,Mainland China,China,111,40.18238,116.4142
2020-01-30,2020,1,30,Beijing,Mainland China,China,114,40.18238,116.4142
2020-01-31,2020,1,31,Beijing,Mainland China,China,139,40.18238,116.4142
2020-02-01,2020,2,1,Beijing,Mainland China,China,168,40.18238,116.4142
2020-02-02,2020,2,2,Beijing,Mainland China,China,191,40.18238,116.4142
2020-02-03,2020,2,3,Beijing,Mainland China,China,212,40.18238,116.4142
2020-02-04,2020,2,4,Beijing,Mainland China,China,228,40.18238,116.4142
2020-02-05,2020,2,5,Beijing,Mainland China,China,274,40.18238,116.4142
2020-02-06,2020,2,6,Beijing,Mainland China,China,274,40.18238,116.4142
2020-02-07,2020,2,7,Beijing,Mainland China,China,315,40.18238,116.4142
2020-02-08,2020,2,8,Beijing,Mainland China,China,326,40.18238,116.4142
2020-02-09,2020,2,9,Beijing,Mainland China,China,337,40.18238,116.4142
2020-02-10,2020,2,10,Beijing,Mainland China,China,337,40.18238,116.4142
2020-01-21,2020,1,21,Chongqing,Mainland China,China,5,30.05718,107.874
2020-01-22,2020,1,22,Chongqing,Mainland China,China,6,30.05718,107.874
2020-01-23,2020,1,23,Chongqing,Mainland China,China,9,30.05718,107.874
2020-01-24,2020,1,24,Chongqing,Mainland China,China,27,30.05718,107.874
2020-01-25,2020,1,25,Chongqing,Mainland China,China,75,30.05718,107.874
2020-01-26,2020,1,26,Chongqing,Mainland China,China,110,30.05718,107.874
2020-01-27,2020,1,27,Chongqing,Mainland China,China,132,30.05718,107.874
2020-01-28,2020,1,28,Chongqing,Mainland China,China,147,30.05718,107.874
2020-01-29,2020,1,29,Chongqing,Mainland China,China,165,30.05718,107.874
2020-01-30,2020,1,30,Chongqing,Mainland China,China,182,30.05718,107.874
2020-01-31,2020,1,31,Chongqing,Mainland China,China,211,30.05718,107.874
2020-02-01,2020,2,1,Chongqing,Mainland China,China,247,30.05718,107.874
2020-02-02,2020,2,2,Chongqing,Mainland China,China,300,30.05718,107.874
2020-02-03,2020,2,3,Chongqing,Mainland China,China,337,30.05718,107.874
2020-02-04,2020,2,4,Chongqing,Mainland China,China,366,30.05718,107.874
2020-02-05,2020,2,5,Chongqing,Mainland China,China,389,30.05718,107.874
2020-02-06,2020,2,6,Chongqing,Mainland China,China,400,30.05718,107.874
2020-02-07,2020,2,7,Chongqing,Mainland China,China,426,30.05718,107.874
2020-02-08,2020,2,8,Chongqing,Mainland China,China,446,30.05718,107.874
2020-02-09,2020,2,9,Chongqing,Mainland China,China,468,30.05718,107.874
2020-02-10,2020,2,10,Chongqing,Mainland China,China,473,30.05718,107.874
2020-01-21,2020,1,21,Fujian,Mainland China,China,0,26.07783,117.9895
2020-01-22,2020,1,22,Fujian,Mainland China,China,1,26.07783,117.9895
2020-01-23,2020,1,23,Fujian,Mainland China,China,5,26.07783,117.9895
2020-01-24,2020,1,24,Fujian,Mainland China,China,10,26.07783,117.9895
2020-01-25,2020,1,25,Fujian,Mainland China,China,18,26.07783,117.9895
2020-01-26,2020,1,26,Fujian,Mainland China,China,35,26.07783,117.9895
2020-01-27,2020,1,27,Fujian,Mainland China,China,59,26.07783,117.9895
2020-01-28,2020,1,28,Fujian,Mainland China,China,82,26.07783,117.9895
2020-01-29,2020,1,29,Fujian,Mainland China,China,101,26.07783,117.9895
2020-01-30,2020,1,30,Fujian,Mainland China,China,101,26.07783,117.9895
2020-01-31,2020,1,31,Fujian,Mainland China,China,120,26.07783,117.9895
2020-02-01,2020,2,1,Fujian,Mainland China,China,144,26.07783,117.9895
2020-02-02,2020,2,2,Fujian,Mainland China,China,159,26.07783,117.9895
2020-02-03,2020,2,3,Fujian,Mainland China,China,179,26.07783,117.9895
2020-02-04,2020,2,4,Fujian,Mainland China,China,194,26.07783,117.9895
2020-02-05,2020,2,5,Fujian,Mainland China,China,215,26.07783,117.9895
2020-02-06,2020,2,6,Fujian,Mainland China,China,215,26.07783,117.9895
2020-02-07,2020,2,7,Fujian,Mainland China,China,239,26.07783,117.9895
2020-02-08,2020,2,8,Fujian,Mainland China,China,250,26.07783,117.9895
2020-02-09,2020,2,9,Fujian,Mainland China,China,261,26.07783,117.9895
2020-02-10,2020,2,10,Fujian,Mainland China,China,261,26.07783,117.9895
2020-01-21,2020,1,21,Gansu,Mainland China,China,0,36.0611,103.8343
2020-01-22,2020,1,22,Gansu,Mainland China,China,0,36.0611,103.8343
2020-01-23,2020,1,23,Gansu,Mainland China,China,2,36.0611,103.8343
2020-01-24,2020,1,24,Gansu,Mainland China,China,2,36.0611,103.8343
2020-01-25,2020,1,25,Gansu,Mainland China,China,7,36.0611,103.8343
2020-01-26,2020,1,26,Gansu,Mainland China,China,14,36.0611,103.8343
2020-01-27,2020,1,27,Gansu,Mainland China,China,19,36.0611,103.8343
2020-01-28,2020,1,28,Gansu,Mainland China,China,24,36.0611,103.8343
2020-01-29,2020,1,29,Gansu,Mainland China,China,26,36.0611,103.8343
2020-01-30,2020,1,30,Gansu,Mainland China,China,26,36.0611,103.8343
2020-01-31,2020,1,31,Gansu,Mainland China,China,29,36.0611,103.8343
2020-02-01,2020,2,1,Gansu,Mainland China,China,35,36.0611,103.8343
2020-02-02,2020,2,2,Gansu,Mainland China,China,51,36.0611,103.8343
2020-02-03,2020,2,3,Gansu,Mainland China,China,55,36.0611,103.8343
2020-02-04,2020,2,4,Gansu,Mainland China,China,57,36.0611,103.8343
2020-02-05,2020,2,5,Gansu,Mainland China,China,62,36.0611,103.8343
2020-02-06,2020,2,6,Gansu,Mainland China,China,62,36.0611,103.8343
2020-02-07,2020,2,7,Gansu,Mainland China,China,71,36.0611,103.8343
2020-02-08,2020,2,8,Gansu,Mainland China,China,79,36.0611,103.8343
2020-02-09,2020,2,9,Gansu,Mainland China,China,83,36.0611,103.8343
2020-02-10,2020,2,10,Gansu,Mainland China,China,83,36.0611,103.8343
2020-01-21,2020,1,21,Guangdong,Mainland China,China,17,23.33841,113.422
2020-01-22,2020,1,22,Guangdong,Mainland China,China,26,23.33841,113.422
2020-01-23,2020,1,23,Guangdong,Mainland China,China,32,23.33841,113.422
2020-01-24,2020,1,24,Guangdong,Mainland China,China,53,23.33841,113.422
2020-01-25,2020,1,25,Guangdong,Mainland China,China,98,23.33841,113.422
2020-01-26,2020,1,26,Guangdong,Mainland China,China,146,23.33841,113.422
2020-01-27,2020,1,27,Guangdong,Mainland China,China,151,23.33841,113.422
2020-01-28,2020,1,28,Guangdong,Mainland China,China,241,23.33841,113.422
2020-01-29,2020,1,29,Guangdong,Mainland China,China,311,23.33841,113.422
2020-01-30,2020,1,30,Guangdong,Mainland China,China,354,23.33841,113.422
2020-01-31,2020,1,31,Guangdong,Mainland China,China,436,23.33841,113.422
2020-02-01,2020,2,1,Guangdong,Mainland China,China,535,23.33841,113.422
2020-02-02,2020,2,2,Guangdong,Mainland China,China,683,23.33841,113.422
2020-02-03,2020,2,3,Guangdong,Mainland China,China,725,23.33841,113.422
2020-02-04,2020,2,4,Guangdong,Mainland China,China,870,23.33841,113.422
2020-02-05,2020,2,5,Guangdong,Mainland China,China,944,23.33841,113.422
2020-02-06,2020,2,6,Guangdong,Mainland China,China,970,23.33841,113.422
2020-02-07,2020,2,7,Guangdong,Mainland China,China,1075,23.33841,113.422
2020-02-08,2020,2,8,Guangdong,Mainland China,China,1120,23.33841,113.422
2020-02-09,2020,2,9,Guangdong,Mainland China,China,1151,23.33841,113.422
2020-02-10,2020,2,10,Guangdong,Mainland China,China,1159,23.33841,113.422
2020-01-21,2020,1,21,Guangxi,Mainland China,China,0,23.82908,108.7881
2020-01-22,2020,1,22,Guangxi,Mainland China,China,2,23.82908,108.7881
2020-01-23,2020,1,23,Guangxi,Mainland China,China,5,23.82908,108.7881
2020-01-24,2020,1,24,Guangxi,Mainland China,China,23,23.82908,108.7881
2020-01-25,2020,1,25,Guangxi,Mainland China,China,33,23.82908,108.7881
2020-01-26,2020,1,26,Guangxi,Mainland China,China,46,23.82908,108.7881
2020-01-27,2020,1,27,Guangxi,Mainland China,China,51,23.82908,108.7881
2020-01-28,2020,1,28,Guangxi,Mainland China,China,58,23.82908,108.7881
2020-01-29,2020,1,29,Guangxi,Mainland China,China,78,23.82908,108.7881
2020-01-30,2020,1,30,Guangxi,Mainland China,China,78,23.82908,108.7881
2020-01-31,2020,1,31,Guangxi,Mainland China,China,87,23.82908,108.7881
2020-02-01,2020,2,1,Guangxi,Mainland China,China,100,23.82908,108.7881
2020-02-02,2020,2,2,Guangxi,Mainland China,China,127,23.82908,108.7881
2020-02-03,2020,2,3,Guangxi,Mainland China,China,139,23.82908,108.7881
2020-02-04,2020,2,4,Guangxi,Mainland China,China,150,23.82908,108.7881
2020-02-05,2020,2,5,Guangxi,Mainland China,China,168,23.82908,108.7881
2020-02-06,2020,2,6,Guangxi,Mainland China,China,168,23.82908,108.7881
2020-02-07,2020,2,7,Guangxi,Mainland China,China,183,23.82908,108.7881
2020-02-08,2020,2,8,Guangxi,Mainland China,China,195,23.82908,108.7881
2020-02-09,2020,2,9,Guangxi,Mainland China,China,210,23.82908,108.7881
2020-02-10,2020,2,10,Guangxi,Mainland China,China,210,23.82908,108.7881
2020-01-21,2020,1,21,Guizhou,Mainland China,China,0,26.81536,106.8748
2020-01-22,2020,1,22,Guizhou,Mainland China,China,1,26.81536,106.8748
2020-01-23,2020,1,23,Guizhou,Mainland China,China,3,26.81536,106.8748
2020-01-24,2020,1,24,Guizhou,Mainland China,China,3,26.81536,106.8748
2020-01-25,2020,1,25,Guizhou,Mainland China,China,5,26.81536,106.8748
2020-01-26,2020,1,26,Guizhou,Mainland China,China,7,26.81536,106.8748
2020-01-27,2020,1,27,Guizhou,Mainland China,China,9,26.81536,106.8748
2020-01-28,2020,1,28,Guizhou,Mainland China,China,9,26.81536,106.8748
2020-01-29,2020,1,29,Guizhou,Mainland China,China,12,26.81536,106.8748
2020-01-30,2020,1,30,Guizhou,Mainland China,China,12,26.81536,106.8748
2020-01-31,2020,1,31,Guizhou,Mainland China,China,29,26.81536,106.8748
2020-02-01,2020,2,1,Guizhou,Mainland China,China,29,26.81536,106.8748
2020-02-02,2020,2,2,Guizhou,Mainland China,China,46,26.81536,106.8748
2020-02-03,2020,2,3,Guizhou,Mainland China,China,56,26.81536,106.8748
2020-02-04,2020,2,4,Guizhou,Mainland China,China,64,26.81536,106.8748
2020-02-05,2020,2,5,Guizhou,Mainland China,China,69,26.81536,106.8748
2020-02-06,2020,2,6,Guizhou,Mainland China,China,71,26.81536,106.8748
2020-02-07,2020,2,7,Guizhou,Mainland China,China,89,26.81536,106.8748
2020-02-08,2020,2,8,Guizhou,Mainland China,China,96,26.81536,106.8748
2020-02-09,2020,2,9,Guizhou,Mainland China,China,109,26.81536,106.8748
2020-02-10,2020,2,10,Guizhou,Mainland China,China,109,26.81536,106.8748
2020-01-21,2020,1,21,Hainan,Mainland China,China,0,19.19673,109.7455
2020-01-22,2020,1,22,Hainan,Mainland China,China,4,19.19673,109.7455
2020-01-23,2020,1,23,Hainan,Mainland China,China,5,19.19673,109.7455
2020-01-24,2020,1,24,Hainan,Mainland China,China,8,19.19673,109.7455
2020-01-25,2020,1,25,Hainan,Mainland China,China,19,19.19673,109.7455
2020-01-26,2020,1,26,Hainan,Mainland China,China,22,19.19673,109.7455
2020-01-27,2020,1,27,Hainan,Mainland China,China,33,19.19673,109.7455
2020-01-28,2020,1,28,Hainan,Mainland China,China,43,19.19673,109.7455
2020-01-29,2020,1,29,Hainan,Mainland China,China,43,19.19673,109.7455
2020-01-30,2020,1,30,Hainan,Mainland China,China,46,19.19673,109.7455
2020-01-31,2020,1,31,Hainan,Mainland China,China,52,19.19673,109.7455
2020-02-01,2020,2,1,Hainan,Mainland China,China,62,19.19673,109.7455
2020-02-02,2020,2,2,Hainan,Mainland China,China,71,19.19673,109.7455
2020-02-03,2020,2,3,Hainan,Mainland China,China,79,19.19673,109.7455
2020-02-04,2020,2,4,Hainan,Mainland China,China,91,19.19673,109.7455
2020-02-05,2020,2,5,Hainan,Mainland China,China,100,19.19673,109.7455
2020-02-06,2020,2,6,Hainan,Mainland China,China,106,19.19673,109.7455
2020-02-07,2020,2,7,Hainan,Mainland China,China,124,19.19673,109.7455
2020-02-08,2020,2,8,Hainan,Mainland China,China,128,19.19673,109.7455
2020-02-09,2020,2,9,Hainan,Mainland China,China,136,19.19673,109.7455
2020-02-10,2020,2,10,Hainan,Mainland China,China,138,19.19673,109.7455
2020-01-21,2020,1,21,Hebei,Mainland China,China,0,38.0428,114.5149
2020-01-22,2020,1,22,Hebei,Mainland China,China,1,38.0428,114.5149
2020-01-23,2020,1,23,Hebei,Mainland China,China,1,38.0428,114.5149
2020-01-24,2020,1,24,Hebei,Mainland China,China,2,38.0428,114.5149
2020-01-25,2020,1,25,Hebei,Mainland China,China,13,38.0428,114.5149
2020-01-26,2020,1,26,Hebei,Mainland China,China,18,38.0428,114.5149
2020-01-27,2020,1,27,Hebei,Mainland China,China,33,38.0428,114.5149
2020-01-28,2020,1,28,Hebei,Mainland China,China,48,38.0428,114.5149
2020-01-29,2020,1,29,Hebei,Mainland China,China,65,38.0428,114.5149
2020-01-30,2020,1,30,Hebei,Mainland China,China,65,38.0428,114.5149
2020-01-31,2020,1,31,Hebei,Mainland China,China,82,38.0428,114.5149
2020-02-01,2020,2,1,Hebei,Mainland China,China,96,38.0428,114.5149
2020-02-02,2020,2,2,Hebei,Mainland China,China,113,38.0428,114.5149
2020-02-03,2020,2,3,Hebei,Mainland China,China,126,38.0428,114.5149
2020-02-04,2020,2,4,Hebei,Mainland China,China,135,38.0428,114.5149
2020-02-05,2020,2,5,Hebei,Mainland China,China,157,38.0428,114.5149
2020-02-06,2020,2,6,Hebei,Mainland China,China,157,38.0428,114.5149
2020-02-07,2020,2,7,Hebei,Mainland China,China,195,38.0428,114.5149
2020-02-08,2020,2,8,Hebei,Mainland China,China,206,38.0428,114.5149
2020-02-09,2020,2,9,Hebei,Mainland China,China,218,38.0428,114.5149
2020-02-10,2020,2,10,Hebei,Mainland China,China,218,38.0428,114.5149
2020-01-21,2020,1,21,Heilongjiang,Mainland China,China,0,47.862,127.76220000000001
2020-01-22,2020,1,22,Heilongjiang,Mainland China,China,0,47.862,127.76220000000001
2020-01-23,2020,1,23,Heilongjiang,Mainland China,China,2,47.862,127.76220000000001
2020-01-24,2020,1,24,Heilongjiang,Mainland China,China,4,47.862,127.76220000000001
2020-01-25,2020,1,25,Heilongjiang,Mainland China,China,15,47.862,127.76220000000001
2020-01-26,2020,1,26,Heilongjiang,Mainland China,China,21,47.862,127.76220000000001
2020-01-27,2020,1,27,Heilongjiang,Mainland China,China,30,47.862,127.76220000000001
2020-01-28,2020,1,28,Heilongjiang,Mainland China,China,37,47.862,127.76220000000001
2020-01-29,2020,1,29,Heilongjiang,Mainland China,China,43,47.862,127.76220000000001
2020-01-30,2020,1,30,Heilongjiang,Mainland China,China,44,47.862,127.76220000000001
2020-01-31,2020,1,31,Heilongjiang,Mainland China,China,59,47.862,127.76220000000001
2020-02-01,2020,2,1,Heilongjiang,Mainland China,China,80,47.862,127.76220000000001
2020-02-02,2020,2,2,Heilongjiang,Mainland China,China,95,47.862,127.76220000000001
2020-02-03,2020,2,3,Heilongjiang,Mainland China,China,155,47.862,127.76220000000001
2020-02-04,2020,2,4,Heilongjiang,Mainland China,China,190,47.862,127.76220000000001
2020-02-05,2020,2,5,Heilongjiang,Mainland China,China,227,47.862,127.76220000000001
2020-02-06,2020,2,6,Heilongjiang,Mainland China,China,227,47.862,127.76220000000001
2020-02-07,2020,2,7,Heilongjiang,Mainland China,China,295,47.862,127.76220000000001
2020-02-08,2020,2,8,Heilongjiang,Mainland China,China,307,47.862,127.76220000000001
2020-02-09,2020,2,9,Heilongjiang,Mainland China,China,331,47.862,127.76220000000001
2020-02-10,2020,2,10,Heilongjiang,Mainland China,China,331,47.862,127.76220000000001
2020-01-21,2020,1,21,Henan,Mainland China,China,0,33.88202,113.614
2020-01-22,2020,1,22,Henan,Mainland China,China,5,33.88202,113.614
2020-01-23,2020,1,23,Henan,Mainland China,China,5,33.88202,113.614
2020-01-24,2020,1,24,Henan,Mainland China,China,9,33.88202,113.614
2020-01-25,2020,1,25,Henan,Mainland China,China,83,33.88202,113.614
2020-01-26,2020,1,26,Henan,Mainland China,China,128,33.88202,113.614
2020-01-27,2020,1,27,Henan,Mainland China,China,168,33.88202,113.614
2020-01-28,2020,1,28,Henan,Mainland China,China,206,33.88202,113.614
2020-01-29,2020,1,29,Henan,Mainland China,China,278,33.88202,113.614
2020-01-30,2020,1,30,Henan,Mainland China,China,278,33.88202,113.614
2020-01-31,2020,1,31,Henan,Mainland China,China,352,33.88202,113.614
2020-02-01,2020,2,1,Henan,Mainland China,China,422,33.88202,113.614
2020-02-02,2020,2,2,Henan,Mainland China,China,566,33.88202,113.614
2020-02-03,2020,2,3,Henan,Mainland China,China,675,33.88202,113.614
2020-02-04,2020,2,4,Henan,Mainland China,China,764,33.88202,113.614
2020-02-05,2020,2,5,Henan,Mainland China,China,851,33.88202,113.614
2020-02-06,2020,2,6,Henan,Mainland China,China,851,33.88202,113.614
2020-02-07,2020,2,7,Henan,Mainland China,China,981,33.88202,113.614
2020-02-08,2020,2,8,Henan,Mainland China,China,1033,33.88202,113.614
2020-02-09,2020,2,9,Henan,Mainland China,China,1073,33.88202,113.614
2020-02-10,2020,2,10,Henan,Mainland China,China,1073,33.88202,113.614
2020-01-21,2020,1,21,Hubei,Mainland China,China,270,30.97564,112.2707
2020-01-22,2020,1,22,Hubei,Mainland China,China,444,30.97564,112.2707
2020-01-23,2020,1,23,Hubei,Mainland China,China,444,30.97564,112.2707
2020-01-24,2020,1,24,Hubei,Mainland China,China,549,30.97564,112.2707
2020-01-25,2020,1,25,Hubei,Mainland China,China,1052,30.97564,112.2707
2020-01-26,2020,1,26,Hubei,Mainland China,China,1423,30.97564,112.2707
2020-01-27,2020,1,27,Hubei,Mainland China,China,2714,30.97564,112.2707
2020-01-28,2020,1,28,Hubei,Mainland China,China,3554,30.97564,112.2707
2020-01-29,2020,1,29,Hubei,Mainland China,China,4586,30.97564,112.2707
2020-01-30,2020,1,30,Hubei,Mainland China,China,4903,30.97564,112.2707
2020-01-31,2020,1,31,Hubei,Mainland China,China,5806,30.97564,112.2707
2020-02-01,2020,2,1,Hubei,Mainland China,China,7153,30.97564,112.2707
2020-02-02,2020,2,2,Hubei,Mainland China,China,11177,30.97564,112.2707
2020-02-03,2020,2,3,Hubei,Mainland China,China,13522,30.97564,112.2707
2020-02-04,2020,2,4,Hubei,Mainland China,China,16678,30.97564,112.2707
2020-02-05,2020,2,5,Hubei,Mainland China,China,19665,30.97564,112.2707
2020-02-06,2020,2,6,Hubei,Mainland China,China,19665,30.97564,112.2707
2020-02-07,2020,2,7,Hubei,Mainland China,China,24953,30.97564,112.2707
2020-02-08,2020,2,8,Hubei,Mainland China,China,27100,30.97564,112.2707
2020-02-09,2020,2,9,Hubei,Mainland China,China,29631,30.97564,112.2707
2020-02-10,2020,2,10,Hubei,Mainland China,China,29631,30.97564,112.2707
2020-01-21,2020,1,21,Hunan,Mainland China,China,1,27.61041,111.7088
2020-01-22,2020,1,22,Hunan,Mainland China,China,4,27.61041,111.7088
2020-01-23,2020,1,23,Hunan,Mainland China,China,9,27.61041,111.7088
2020-01-24,2020,1,24,Hunan,Mainland China,China,24,27.61041,111.7088
2020-01-25,2020,1,25,Hunan,Mainland China,China,69,27.61041,111.7088
2020-01-26,2020,1,26,Hunan,Mainland China,China,100,27.61041,111.7088
2020-01-27,2020,1,27,Hunan,Mainland China,China,100,27.61041,111.7088
2020-01-28,2020,1,28,Hunan,Mainland China,China,221,27.61041,111.7088
2020-01-29,2020,1,29,Hunan,Mainland China,China,277,27.61041,111.7088
2020-01-30,2020,1,30,Hunan,Mainland China,China,277,27.61041,111.7088
2020-01-31,2020,1,31,Hunan,Mainland China,China,332,27.61041,111.7088
2020-02-01,2020,2,1,Hunan,Mainland China,China,389,27.61041,111.7088
2020-02-02,2020,2,2,Hunan,Mainland China,China,521,27.61041,111.7088
2020-02-03,2020,2,3,Hunan,Mainland China,China,521,27.61041,111.7088
2020-02-04,2020,2,4,Hunan,Mainland China,China,661,27.61041,111.7088
2020-02-05,2020,2,5,Hunan,Mainland China,China,711,27.61041,111.7088
2020-02-06,2020,2,6,Hunan,Mainland China,China,711,27.61041,111.7088
2020-02-07,2020,2,7,Hunan,Mainland China,China,803,27.61041,111.7088
2020-02-08,2020,2,8,Hunan,Mainland China,China,838,27.61041,111.7088
2020-02-09,2020,2,9,Hunan,Mainland China,China,879,27.61041,111.7088
2020-02-10,2020,2,10,Hunan,Mainland China,China,879,27.61041,111.7088
2020-01-21,2020,1,21,Inner Mongolia,Mainland China,China,0,44.09448,113.9456
2020-01-22,2020,1,22,Inner Mongolia,Mainland China,China,0,44.09448,113.9456
2020-01-23,2020,1,23,Inner Mongolia,Mainland China,China,0,44.09448,113.9456
2020-01-24,2020,1,24,Inner Mongolia,Mainland China,China,1,44.09448,113.9456
2020-01-25,2020,1,25,Inner Mongolia,Mainland China,China,7,44.09448,113.9456
2020-01-26,2020,1,26,Inner Mongolia,Mainland China,China,11,44.09448,113.9456
2020-01-27,2020,1,27,Inner Mongolia,Mainland China,China,11,44.09448,113.9456
2020-01-28,2020,1,28,Inner Mongolia,Mainland China,China,16,44.09448,113.9456
2020-01-29,2020,1,29,Inner Mongolia,Mainland China,China,16,44.09448,113.9456
2020-01-30,2020,1,30,Inner Mongolia,Mainland China,China,19,44.09448,113.9456
2020-01-31,2020,1,31,Inner Mongolia,Mainland China,China,20,44.09448,113.9456
2020-02-01,2020,2,1,Inner Mongolia,Mainland China,China,23,44.09448,113.9456
2020-02-02,2020,2,2,Inner Mongolia,Mainland China,China,27,44.09448,113.9456
2020-02-03,2020,2,3,Inner Mongolia,Mainland China,China,34,44.09448,113.9456
2020-02-04,2020,2,4,Inner Mongolia,Mainland China,China,42,44.09448,113.9456
2020-02-05,2020,2,5,Inner Mongolia,Mainland China,China,46,44.09448,113.9456
2020-02-06,2020,2,6,Inner Mongolia,Mainland China,China,46,44.09448,113.9456
2020-02-07,2020,2,7,Inner Mongolia,Mainland China,China,52,44.09448,113.9456
2020-02-08,2020,2,8,Inner Mongolia,Mainland China,China,54,44.09448,113.9456
2020-02-09,2020,2,9,Inner Mongolia,Mainland China,China,58,44.09448,113.9456
2020-02-10,2020,2,10,Inner Mongolia,Mainland China,China,58,44.09448,113.9456
2020-01-21,2020,1,21,Jiangsu,Mainland China,China,0,32.97027,119.464
2020-01-22,2020,1,22,Jiangsu,Mainland China,China,1,32.97027,119.464
2020-01-23,2020,1,23,Jiangsu,Mainland China,China,5,32.97027,119.464
2020-01-24,2020,1,24,Jiangsu,Mainland China,China,9,32.97027,119.464
2020-01-25,2020,1,25,Jiangsu,Mainland China,China,31,32.97027,119.464
2020-01-26,2020,1,26,Jiangsu,Mainland China,China,47,32.97027,119.464
2020-01-27,2020,1,27,Jiangsu,Mainland China,China,70,32.97027,119.464
2020-01-28,2020,1,28,Jiangsu,Mainland China,China,99,32.97027,119.464
2020-01-29,2020,1,29,Jiangsu,Mainland China,China,129,32.97027,119.464
2020-01-30,2020,1,30,Jiangsu,Mainland China,China,129,32.97027,119.464
2020-01-31,2020,1,31,Jiangsu,Mainland China,China,168,32.97027,119.464
2020-02-01,2020,2,1,Jiangsu,Mainland China,China,202,32.97027,119.464
2020-02-02,2020,2,2,Jiangsu,Mainland China,China,271,32.97027,119.464
2020-02-03,2020,2,3,Jiangsu,Mainland China,China,308,32.97027,119.464
2020-02-04,2020,2,4,Jiangsu,Mainland China,China,341,32.97027,119.464
2020-02-05,2020,2,5,Jiangsu,Mainland China,China,373,32.97027,119.464
2020-02-06,2020,2,6,Jiangsu,Mainland China,China,373,32.97027,119.464
2020-02-07,2020,2,7,Jiangsu,Mainland China,China,439,32.97027,119.464
2020-02-08,2020,2,8,Jiangsu,Mainland China,China,468,32.97027,119.464
2020-02-09,2020,2,9,Jiangsu,Mainland China,China,492,32.97027,119.464
2020-02-10,2020,2,10,Jiangsu,Mainland China,China,492,32.97027,119.464
2020-01-21,2020,1,21,Jiangxi,Mainland China,China,2,27.61401,115.7221
2020-01-22,2020,1,22,Jiangxi,Mainland China,China,2,27.61401,115.7221
2020-01-23,2020,1,23,Jiangxi,Mainland China,China,7,27.61401,115.7221
2020-01-24,2020,1,24,Jiangxi,Mainland China,China,18,27.61401,115.7221
2020-01-25,2020,1,25,Jiangxi,Mainland China,China,36,27.61401,115.7221
2020-01-26,2020,1,26,Jiangxi,Mainland China,China,48,27.61401,115.7221
2020-01-27,2020,1,27,Jiangxi,Mainland China,China,72,27.61401,115.7221
2020-01-28,2020,1,28,Jiangxi,Mainland China,China,109,27.61401,115.7221
2020-01-29,2020,1,29,Jiangxi,Mainland China,China,162,27.61401,115.7221
2020-01-30,2020,1,30,Jiangxi,Mainland China,China,162,27.61401,115.7221
2020-01-31,2020,1,31,Jiangxi,Mainland China,China,240,27.61401,115.7221
2020-02-01,2020,2,1,Jiangxi,Mainland China,China,286,27.61401,115.7221
2020-02-02,2020,2,2,Jiangxi,Mainland China,China,391,27.61401,115.7221
2020-02-03,2020,2,3,Jiangxi,Mainland China,China,391,27.61401,115.7221
2020-02-04,2020,2,4,Jiangxi,Mainland China,China,548,27.61401,115.7221
